STN;YYYYMMDD;DDVEC;FHVEC;FG;FHX;FHXH;FHN;FHNH;FXX;FXXH;TG;TN;TNH;TX;TXH;T10N;T10NH;SQ;SP;Q;DR;RH;RHX;RHXH;PG;PX;PXH;PN;PNH;VVN;VVNH;VVX;VVXH;NG;UG;UX;UXH;UN;UNH;EV24
242;20150106;215;53;78;110;21;60;1;160;21;50;31;14;75;22;32;18;;;;;;;;10203;10241;1;10176;18;29;18;75;11;7;89;97;18;78;11;
242;20150107;222;89;102;160;23;60;4;220;23;64;53;8;79;12;47;12;;;;;;;;10219;10244;8;10171;24;59;7;71;2;4;87;91;17;78;2;
242;20150108;245;100;111;160;1;50;11;200;1;74;56;1;89;8;56;6;;;;;;;;10170;10215;22;10145;7;46;13;65;24;6;91;98;13;81;21;
242;20150109;245;141;149;220;7;80;18;290;7;88;69;1;106;24;66;6;;;;;;;;10104;10206;1;10053;22;26;20;66;2;8;85;98;19;67;16;
242;20150110;258;166;180;200;10;160;1;270;14;85;60;23;109;1;57;24;;;;;;;;10057;10111;22;9997;10;26;11;62;3;7;77;96;11;60;15;
242;20150111;274;170;173;190;7;150;22;250;7;67;42;7;77;23;41;12;;;;;;;;10125;10153;21;10086;4;57;24;61;3;6;74;83;24;65;9;
242;20150112;234;141;146;200;11;40;24;250;11;79;54;24;93;14;55;24;;;;;;;;10071;10135;1;10042;14;37;22;66;4;8;87;98;23;81;1;
242;20150113;236;84;93;170;4;40;1;210;4;68;35;19;92;4;30;24;;;;;;;;10002;10026;1;9987;6;38;2;70;14;7;90;98;1;77;15;
242;20150114;238;104;117;150;4;80;1;220;5;50;37;6;64;3;36;6;;;;;;;;10033;10072;17;10003;2;70;1;80;13;6;75;87;12;66;8;
242;20150115;207;151;157;200;7;120;14;270;7;73;50;1;92;8;48;6;;;;;;;;9912;9987;1;9888;7;50;8;70;1;7;86;95;5;67;22;
242;20150116;249;109;116;190;1;60;17;250;2;64;50;23;78;11;47;24;;;;;;;;10016;10077;24;9938;1;59;2;75;21;5;76;84;17;69;23;
242;20150117;240;86;100;120;14;80;2;160;17;44;7;19;62;11;6;24;;;;;;;;10104;10117;10;10082;1;44;18;80;14;4;76;97;19;62;14;
242;20150118;204;49;52;100;6;30;15;130;5;33;19;23;53;2;12;24;;;;;;;;10107;10125;23;10094;5;56;8;70;3;7;93;97;8;80;1;
242;20150119;229;8;20;40;21;0;17;60;22;21;-10;8;62;12;-25;12;;;;;;;;10118;10125;9;10111;18;2;21;75;11;3;89;100;21;70;14;
242;20150120;190;41;43;60;13;10;10;80;13;15;-5;3;46;13;-8;6;;;;;;;;10115;10122;11;10106;4;2;3;70;13;6;95;100;3;84;14;
242;20150121;127;55;64;80;10;40;3;100;9;9;-6;24;28;12;-10;24;;;;;;;;10134;10168;24;10112;3;43;3;80;9;5;84;95;2;69;9;
242;20150122;85;52;55;80;13;20;23;110;8;-1;-28;4;22;13;-27;6;;;;;;;;10213;10254;24;10170;1;32;4;80;13;5;82;93;3;68;13;
242;20150123;188;59;60;120;22;20;3;160;23;2;-19;19;30;12;-27;6;;;;;;;;10242;10265;8;10177;24;11;17;80;12;5;85;98;16;65;12;
242;20150124;300;70;106;130;1;80;24;170;18;48;1;2;67;13;1;6;;;;;;;;10195;10262;24;10130;5;20;4;69;9;5;83;98;4;74;14;
242;20150125;262;53;62;80;1;50;10;100;1;59;54;3;66;13;49;6;;;;;;;;10259;10278;8;10223;24;56;10;66;17;8;90;95;23;83;1;
242;20150126;289;81;98;130;16;70;1;170;16;64;53;19;72;13;51;24;;;;;;;;10180;10212;1;10156;13;17;3;65;16;7;90;98;1;77;21;
242;20150127;298;71;82;120;1;50;18;170;4;61;50;4;75;12;47;18;;;;;;;;10207;10222;11;10166;24;58;18;65;6;6;87;98;23;79;1;
242;20150128;247;132;150;200;13;70;1;260;13;56;35;18;70;14;35;18;;;;;;;;9985;10151;1;9901;24;33;11;70;4;7;83;97;11;66;21;
242;20150129;253;116;123;180;1;10;24;250;5;28;-1;24;47;1;-1;24;;;;;;;;9788;9891;1;9717;23;22;22;70;17;7;84;98;21;71;1;
242;20150130;276;49;66;110;21;10;1;140;20;29;0;1;53;13;-4;6;;;;;;;;9742;9758;10;9720;1;49;19;75;2;5;85;98;18;72;14;
242;20150131;267;37;50;90;1;20;20;130;3;32;14;23;61;14;7;24;;;;;;;;9801;9838;20;9754;1;63;2;72;11;5;86;97;24;75;5;
249;20150101;209;75;75;110;22;50;8;160;22;44;25;6;66;24;18;6;3;4;139;11;10;5;23;;;;;;22;2;70;19;;85;90;5;79;19;2
249;20150102;265;101;110;130;2;80;24;200;2;76;58;24;102;6;49;24;53;68;326;40;42;14;6;;;;;;33;4;73;7;;76;96;4;64;19;4
249;20150103;255;47;55;90;9;30;17;130;9;51;38;16;68;9;22;24;0;0;76;51;33;9;11;;;;;;33;13;75;9;;84;98;16;71;8;1
249;20150104;284;36;42;60;2;20;19;90;2;39;3;21;76;13;-30;24;57;73;331;0;-1;-1;5;;;;;;65;16;75;7;;81;92;16;72;13;4
249;20150105;213;38;43;70;4;30;14;120;4;39;16;1;58;7;1;6;0;0;109;0;0;0;1;;;;;;38;14;70;1;;90;93;16;82;7;1
249;20150106;204;30;41;60;20;20;2;90;22;37;23;10;70;23;19;12;23;29;242;20;10;4;20;;;;;;17;18;75;12;;88;98;19;74;12;3
249;20150107;213;56;59;100;24;30;4;150;23;44;14;3;76;13;-2;6;59;75;335;16;4;2;23;;;;;;49;23;75;15;;89;97;8;80;15;4
249;20150108;237;71;77;100;1;50;16;160;5;71;44;1;88;8;41;6;0;0;50;65;124;36;13;;;;;;50;4;70;16;;92;96;11;86;17;1
249;20150109;239;119;123;160;6;60;18;260;16;95;68;3;120;22;62;6;0;0;109;52;60;22;19;;;;;;22;20;70;11;;86;96;18;64;16;2
249;20150110;257;126;138;160;9;110;21;250;12;89;49;24;122;1;40;24;7;9;113;9;25;25;12;;;;;;38;12;73;21;;76;92;5;59;15;2
249;20150111;270;117;120;140;10;100;22;220;11;63;39;7;80;23;31;12;11;14;217;6;7;7;7;;;;;;59;7;71;2;;75;83;7;70;3;3
249;20150112;230;124;125;160;16;100;1;250;17;90;74;1;101;21;67;6;0;0;106;47;41;13;21;;;;;;50;21;70;17;;86;95;23;79;3;2
249;20150113;230;73;77;130;3;30;23;210;3;80;40;22;110;4;26;24;5;6;103;129;169;24;3;;;;;;58;1;75;20;;90;95;1;79;20;1
249;20150114;223;57;66;100;5;20;12;170;5;39;5;12;60;3;3;12;17;21;134;39;114;50;11;;;;;;22;11;80;5;;82;98;11;68;5;2
249;20150115;205;102;106;120;2;80;14;200;23;77;53;1;99;9;47;6;0;0;77;118;98;20;10;;;;;;44;8;74;18;;84;93;5;71;21;1
249;20150116;228;58;63;120;1;30;19;180;1;55;16;24;79;13;2;24;32;39;312;26;26;18;18;;;;;;59;18;75;13;;84;94;21;68;4;4
249;20150117;214;46;50;70;12;30;1;160;19;26;0;6;60;13;-24;6;60;73;411;20;56;29;19;;;;;;14;19;80;12;;82;97;19;65;13;5
249;20150118;201;32;35;70;2;0;21;130;3;23;7;24;33;11;-3;24;0;0;110;134;81;15;14;;;;;;18;24;66;1;;95;98;20;89;1;1
249;20150119;179;16;18;30;22;10;4;40;11;2;-17;9;24;11;-49;12;20;24;300;0;0;0;1;;;;;;1;6;59;1;;98;99;12;97;1;3
249;20150120;200;25;27;40;11;20;3;60;9;5;-6;22;30;14;-28;18;23;27;261;0;0;0;1;;;;;;2;1;62;14;;95;99;1;85;15;3
249;20150121;114;39;45;60;12;30;1;90;12;5;-17;24;19;13;-29;24;2;2;272;0;0;0;1;;;;;;32;1;67;9;;83;96;1;73;9;3
249;20150122;60;43;44;60;8;20;22;90;2;-13;-47;24;7;16;-82;24;15;18;227;0;0;0;1;;;;;;38;6;62;17;;86;93;23;79;17;2
249;20150123;175;23;33;70;22;0;9;120;24;-26;-59;8;22;11;-97;12;38;45;399;0;0;0;1;;;;;;1;12;58;1;;95;98;12;84;11;4
249;20150124;266;33;54;80;1;30;21;140;12;23;-8;1;62;14;-17;24;59;69;450;43;55;21;4;;;;;;18;5;75;11;;87;98;5;73;13;5
249;20150125;230;29;31;40;4;20;10;60;13;38;-6;1;60;13;-26;6;0;0;153;9;3;3;10;;;;;;57;11;69;16;;93;98;10;85;15;2
249;20150126;281;52;63;80;12;40;1;130;16;65;35;24;85;14;27;24;7;8;150;37;10;4;11;;;;;;15;4;72;14;;89;98;3;79;14;2
249;20150127;288;43;49;70;5;30;18;120;5;55;26;18;75;11;2;24;13;15;292;4;1;1;23;;;;;;56;23;75;5;;88;97;18;79;5;4
249;20150128;240;84;99;130;15;50;1;210;15;54;35;24;79;15;28;24;0;0;60;51;80;27;13;;;;;;27;10;75;16;;84;97;9;68;22;1
249;20150129;250;71;75;120;1;10;21;190;4;29;1;22;49;11;0;24;20;23;311;67;58;13;19;;;;;;9;21;75;1;;83;98;20;70;1;4
249;20150130;248;34;37;50;13;10;10;100;16;14;-22;5;51;13;-31;6;52;58;502;35;71;26;19;;;;;;13;18;75;12;;91;98;17;77;13;6
249;20150131;242;26;29;50;1;20;4;100;1;18;-5;22;53;14;-27;24;43;48;402;2;2;2;4;;;;;;60;22;75;11;;88;96;21;75;14;5
251;20150101;213;116;116;160;21;80;1;220;24;59;52;9;68;4;49;6;3;4;94;23;25;14;21;10253;10311;3;10151;24;40;21;65;2;;91;94;8;85;20;1
251;20150102;266;125;133;170;1;110;24;240;5;77;65;24;105;5;58;24;51;67;294;22;17;10;2;10206;10273;23;10130;4;50;1;67;21;;75;96;3;63;20;4
251;20150103;273;82;93;120;8;70;14;170;8;63;55;3;72;10;44;24;13;17;157;18;10;3;16;10200;10261;1;10157;15;59;15;78;19;;76;91;16;65;24;2
251;20150104;300;63;68;100;1;40;22;170;2;55;24;22;79;13;12;24;47;61;288;6;11;3;4;10308;10335;20;10241;1;61;5;80;13;;75;87;23;62;13;4
251;20150105;226;66;73;90;4;60;1;140;5;51;31;1;63;11;21;6;0;0;76;0;0;0;1;10284;10317;1;10247;24;31;16;75;10;;89;95;15;80;10;1
251;20150106;204;55;71;80;11;50;2;130;22;46;30;16;73;22;29;18;0;0;164;11;5;3;20;10203;10242;1;10177;18;27;19;75;11;;88;96;19;76;12;2
251;20150107;216;73;82;140;23;40;5;180;23;51;14;8;71;13;-3;12;60;78;306;0;-1;-1;20;10218;10242;8;10172;24;56;24;71;2;;90;95;8;80;2;4
251;20150108;240;74;82;130;1;40;12;190;1;69;48;1;85;8;47;6;0;0;42;68;93;33;14;10165;10207;22;10141;6;18;6;65;15;;91;98;8;82;21;1
251;20150109;244;118;125;190;7;50;19;250;6;84;59;20;107;24;55;6;0;0;114;32;39;15;19;10097;10200;1;10042;22;30;19;70;17;;86;98;20;72;17;2
251;20150110;259;140;150;180;10;130;13;260;12;83;54;15;111;2;47;24;9;11;154;13;11;6;11;10046;10101;23;9987;10;32;11;66;23;;78;94;11;61;16;2
251;20150111;272;137;139;160;13;120;20;250;6;64;24;6;76;24;26;6;31;39;247;2;5;5;6;10113;10144;21;10071;5;47;6;66;9;;73;82;6;65;10;3
251;20150112;235;120;122;170;11;40;24;240;14;77;51;24;91;14;51;24;0;0;65;84;43;8;20;10066;10129;1;10040;14;23;23;64;5;;88;97;24;83;1;1
251;20150113;231;72;77;140;5;50;1;180;4;65;17;21;91;6;9;24;15;19;118;117;215;98;19;10000;10030;1;9983;6;7;19;70;14;;92;98;1;84;16;2
251;20150114;228;84;93;140;24;60;11;210;6;45;27;13;59;3;20;18;17;21;168;7;11;5;12;10032;10070;18;9997;2;65;12;75;4;;79;92;12;70;15;2
251;20150115;202;129;135;160;4;100;15;220;4;69;49;1;85;9;46;6;2;2;95;95;59;14;10;9914;9995;1;9893;7;50;5;70;15;;87;95;6;71;22;1
251;20150116;240;87;90;160;1;40;20;220;3;59;40;24;77;14;29;24;39;48;309;1;1;1;19;10012;10073;24;9933;1;60;19;75;22;;81;92;16;71;23;4
251;20150117;222;71;80;110;18;50;2;170;19;37;5;19;58;11;4;24;60;74;388;21;77;50;18;10102;10115;10;10078;1;26;18;80;1;;81;97;18;68;1;5
251;20150118;210;58;58;110;6;20;23;150;1;31;9;24;42;1;-22;24;0;0;112;48;63;19;9;10107;10123;23;10092;5;40;9;65;1;;93;97;23;91;1;1
251;20150119;236;17;23;50;21;10;8;70;10;18;-24;8;68;12;-53;12;52;63;446;13;20;15;10;10117;10124;10;10110;17;7;7;75;12;;91;99;7;72;12;5
251;20150120;202;36;44;60;14;20;11;80;14;19;10;7;35;13;4;12;32;39;252;9;18;15;12;10116;10123;10;10107;4;21;3;65;9;;94;98;1;88;21;3
251;20150121;122;54;60;80;19;50;3;100;18;6;-1;22;20;12;-9;24;39;47;333;0;0;0;1;10139;10172;23;10115;3;28;2;65;12;;86;95;2;78;11;4
251;20150122;84;45;47;70;1;10;21;90;1;0;-23;3;21;14;-23;6;60;72;465;0;0;0;1;10215;10251;23;10173;1;21;2;75;12;;83;94;2;70;14;5
251;20150123;193;58;60;140;24;10;1;180;24;1;-18;17;28;12;-46;6;70;83;479;0;0;0;1;10243;10264;8;10183;24;15;16;75;10;;87;96;16;72;11;5
251;20150124;273;49;82;140;1;50;7;180;2;43;-1;1;68;13;-2;6;56;66;465;44;54;27;6;10190;10257;24;10130;6;16;6;73;12;;83;98;5;69;14;6
251;20150125;252;40;48;60;1;30;13;90;1;53;41;22;65;11;40;24;0;0;169;18;9;5;22;10256;10275;8;10220;24;50;22;63;1;;91;97;22;82;1;2
251;20150126;282;55;71;90;15;50;1;140;15;59;45;1;77;11;36;24;7;8;160;56;17;2;1;10174;10212;1;10148;13;8;4;66;19;;90;99;4;75;24;2
251;20150127;295;52;60;80;1;40;18;160;3;56;17;19;76;12;6;24;34;39;353;11;18;9;3;10201;10216;10;10163;24;39;24;65;21;;88;98;24;79;1;5
251;20150128;239;103;121;170;13;60;1;270;15;51;32;23;62;14;29;24;0;0;77;49;62;18;15;9979;10149;1;9891;14;31;11;73;17;;86;97;1;69;21;1
251;20150129;246;90;95;150;2;20;22;240;4;25;3;22;45;12;1;24;14;16;243;93;95;18;19;9784;9882;1;9715;23;44;22;72;4;;85;98;21;73;1;3
251;20150130;248;35;46;90;19;10;1;120;17;20;-21;6;50;12;-40;12;61;69;573;15;17;7;21;9740;9754;10;9718;1;60;22;75;14;;89;97;1;78;15;7
251;20150131;244;35;39;60;1;20;7;90;1;22;-5;18;56;13;-21;12;30;34;325;3;5;5;10;9798;9837;23;9749;1;65;6;75;2;;90;95;17;78;2;4
257;20150101;;;;;;;;;;55;34;7;66;24;29;12;3;4;103;8;3;2;23;;;;;;;;;;;83;88;24;75;19;1
257;20150102;;;;;;;;;;79;64;1;97;6;60;6;50;65;301;24;13;4;6;;;;;;;;;;;74;97;4;64;11;4
257;20150103;;;;;;;;;;61;41;15;75;8;40;18;0;0;53;36;16;8;11;;;;;;;;;;;79;96;15;61;23;1
257;20150104;;;;;;;;;;64;54;20;78;11;42;24;48;62;312;0;0;0;1;;;;;;;;;;;71;80;24;64;1;4
257;20150105;;;;;;;;;;51;36;11;65;6;38;12;0;0;93;0;0;0;1;;;;;;;;;;;86;91;14;76;6;1
257;20150106;;;;;;;;;;43;19;9;75;22;17;12;20;26;195;25;18;8;20;;;;;;;;;;;85;98;20;76;23;2
257;20150107;;;;;;;;;;61;42;22;71;1;40;24;41;52;260;23;14;7;22;;;;;;;;;;;85;93;22;78;17;3
257;20150108;;;;;;;;;;71;50;1;80;9;47;6;0;0;38;64;90;32;13;;;;;;;;;;;92;97;11;87;19;1
257;20150109;;;;;;;;;;89;70;2;105;24;66;6;0;0;114;35;42;18;18;;;;;;;;;;;90;99;19;79;15;2
257;20150110;;;;;;;;;;85;60;23;105;1;55;24;4;5;95;10;24;24;12;;;;;;;;;;;78;95;4;58;17;1
257;20150111;;;;;;;;;;68;57;6;81;23;53;6;12;15;242;0;0;0;1;;;;;;;;;;;72;80;21;67;4;3
257;20150112;;;;;;;;;;84;74;9;89;14;73;12;0;0;98;38;28;12;21;;;;;;;;;;;89;98;23;79;2;1
257;20150113;;;;;;;;;;76;42;24;96;3;38;24;11;14;111;126;146;19;2;;;;;;;;;;;91;98;1;77;19;2
257;20150114;;;;;;;;;;53;12;10;68;2;9;12;27;33;189;50;127;30;6;;;;;;;;;;;75;96;10;62;4;2
257;20150115;;;;;;;;;;79;58;2;103;7;54;6;5;6;79;82;62;16;10;;;;;;;;;;;84;95;13;69;21;1
257;20150116;;;;;;;;;;64;45;18;80;4;42;18;21;26;277;20;18;12;18;;;;;;;;;;;79;91;18;67;23;4
257;20150117;;;;;;;;;;48;22;18;67;12;18;24;57;69;396;17;44;32;19;;;;;;;;;;;74;91;18;60;13;5
257;20150118;;;;;;;;;;26;12;20;41;1;4;24;0;0;92;154;102;15;14;;;;;;;;;;;94;99;20;87;1;1
257;20150119;;;;;;;;;;7;-28;9;43;11;-48;12;41;49;331;0;0;0;1;;;;;;;;;;;97;100;9;85;11;4
257;20150120;;;;;;;;;;14;-4;1;38;15;-3;6;34;41;307;0;0;0;1;;;;;;;;;;;93;99;1;83;14;3
257;20150121;;;;;;;;;;3;-15;22;20;13;-40;24;8;10;279;0;0;0;1;;;;;;;;;;;81;95;3;68;13;3
257;20150122;;;;;;;;;;-14;-41;24;0;14;-72;24;6;7;153;0;0;0;1;;;;;;;;;;;85;90;7;78;13;2
257;20150123;;;;;;;;;;-30;-88;8;29;13;-106;12;73;86;541;0;0;0;1;;;;;;;;;;;90;97;3;70;13;5
257;20150124;;;;;;;;;;47;-2;1;67;13;-4;6;59;69;476;41;68;20;5;;;;;;;;;;;80;98;4;70;14;6
257;20150125;;;;;;;;;;61;55;2;68;14;44;6;2;2;196;5;1;1;9;;;;;;;;;;;88;93;9;81;1;3
257;20150126;;;;;;;;;;67;59;24;78;14;50;24;10;12;172;29;12;4;10;;;;;;;;;;;88;99;3;72;22;2
257;20150127;;;;;;;;;;63;49;19;73;11;37;18;47;54;402;0;0;0;1;;;;;;;;;;;85;95;21;76;1;5
257;20150128;;;;;;;;;;58;28;15;71;15;27;18;0;0;65;37;56;20;15;;;;;;;;;;;82;96;9;61;17;1
257;20150129;;;;;;;;;;38;10;20;54;13;8;24;9;10;275;34;20;10;20;;;;;;;;;;;78;95;20;67;1;3
257;20150130;;;;;;;;;;29;-3;5;52;12;-18;6;30;34;338;91;98;23;18;;;;;;;;;;;86;99;1;69;11;4
257;20150131;;;;;;;;;;41;29;21;55;12;20;24;54;60;465;6;2;2;7;;;;;;;;;;;75;89;23;63;12;6
260;20150101;201;53;54;80;24;40;1;140;24;30;10;5;47;24;1;6;28;36;213;0;-1;-1;24;10302;10346;4;10219;24;39;3;72;16;4;79;88;4;71;15;3
260;20150102;256;54;61;90;2;40;20;160;5;73;44;1;101;8;41;6;44;56;327;46;43;17;3;10257;10313;23;10190;5;47;6;76;10;5;72;94;6;58;12;4
260;20150103;231;29;33;50;7;10;17;90;8;38;26;17;59;1;20;24;0;0;67;39;15;5;10;10231;10306;1;10176;16;46;19;75;24;7;87;94;17;74;1;1
260;20150104;264;21;24;30;11;20;1;80;15;39;-3;21;80;13;-34;24;57;72;372;0;-1;-1;3;10330;10358;20;10270;1;57;24;76;14;2;81;94;23;67;14;5
260;20150105;197;28;30;50;11;10;22;80;10;24;9;11;38;24;2;6;5;6;127;0;0;0;1;10308;10347;1;10265;24;35;12;66;24;7;89;92;1;85;23;1
260;20150106;185;26;32;40;6;20;1;80;19;28;6;9;58;24;-3;12;36;45;270;27;18;6;19;10221;10257;1;10198;13;15;19;75;12;8;86;97;20;71;12;3
260;20150107;209;39;42;60;20;20;1;120;22;45;24;6;72;13;-1;6;51;64;345;12;12;11;24;10253;10275;9;10221;24;35;24;75;12;5;86;94;5;73;13;4
260;20150108;228;48;53;70;2;30;16;130;7;65;36;1;82;13;35;6;0;0;32;97;176;40;12;10203;10252;22;10159;13;39;10;70;17;6;91;95;10;85;18;0
260;20150109;237;78;81;110;6;50;18;190;6;99;58;1;137;22;53;6;0;0;94;58;85;30;18;10155;10247;2;10106;21;46;21;76;16;8;83;95;18;67;16;1
260;20150110;256;79;84;110;5;50;21;220;7;95;54;24;133;1;44;24;4;5;82;16;34;32;13;10107;10150;23;10055;12;42;13;75;9;7;73;89;4;53;18;1
260;20150111;264;63;64;80;12;50;1;170;12;64;49;3;82;23;39;6;5;6;209;22;14;8;18;10168;10198;20;10127;5;61;20;73;8;7;70;80;21;63;1;3
260;20150112;222;80;81;100;15;60;1;180;16;84;64;9;102;24;62;12;0;0;67;52;19;4;7;10119;10174;1;10074;24;40;18;75;2;8;84;93;19;71;2;1
260;20150113;221;63;64;90;1;50;10;160;6;86;41;24;110;6;41;24;0;0;82;119;140;29;24;10034;10064;1;10016;12;42;7;75;18;7;87;93;7;75;19;1
260;20150114;217;52;58;90;6;40;16;160;6;44;31;9;60;14;23;24;15;18;192;28;19;6;1;10068;10109;18;10033;1;56;9;80;14;7;80;90;9;67;14;2
260;20150115;203;76;79;110;10;50;13;190;10;79;58;1;103;10;55;6;0;0;42;112;80;15;12;9959;10029;1;9932;14;57;12;80;20;8;82;93;12;69;20;1
260;20150116;215;44;46;90;1;20;20;170;1;55;27;24;83;14;12;24;42;51;395;17;17;11;19;10044;10094;24;9990;1;63;19;75;1;4;79;93;21;65;15;5
260;20150117;212;36;38;60;14;20;1;110;14;30;-9;8;59;12;-33;12;69;83;498;0;0;0;1;10131;10145;10;10101;1;63;19;80;13;3;79;91;8;64;13;6
260;20150118;195;25;29;40;1;10;20;80;3;22;10;24;33;12;12;24;0;0;83;130;47;8;14;10121;10129;1;10113;13;25;24;63;1;8;91;96;21;82;1;1
260;20150119;124;3;12;20;20;10;1;30;4;10;5;24;16;12;6;24;0;0;142;0;-1;-1;1;10124;10131;10;10118;14;1;8;58;16;8;96;99;6;92;16;2
260;20150120;182;16;18;30;14;10;1;50;6;8;-22;24;37;14;-46;24;17;20;281;0;0;0;1;10125;10134;10;10117;4;4;4;59;12;6;91;98;3;78;12;3
260;20150121;95;27;30;40;11;20;1;70;14;-5;-19;24;15;15;-39;6;5;6;264;0;0;0;1;10128;10153;24;10118;2;20;1;62;14;7;81;97;1;71;14;3
260;20150122;44;32;33;50;5;20;17;90;5;-12;-29;24;4;19;-44;24;0;0;131;0;0;0;1;10201;10248;24;10156;1;35;4;58;20;6;83;89;2;75;15;1
260;20150123;168;16;24;60;24;10;3;100;24;-28;-57;5;-13;16;-75;6;0;0;136;0;0;0;1;10258;10272;9;10222;24;1;6;49;1;7;92;98;6;85;16;1
260;20150124;244;18;33;60;1;10;10;100;1;22;-17;1;68;15;-38;24;46;53;483;48;86;35;5;10214;10278;24;10164;6;8;6;73;12;5;86;99;6;68;14;6
260;20150125;232;26;26;40;20;10;1;70;20;37;-21;2;56;15;-46;6;0;0;160;14;3;2;11;10278;10295;9;10244;24;50;2;65;4;7;90;98;2;86;16;2
260;20150126;261;24;35;40;1;30;3;110;17;59;41;24;83;13;29;24;2;2;114;61;31;10;12;10200;10239;1;10170;14;9;6;75;15;7;88;98;6;75;15;1
260;20150127;274;25;28;40;12;20;2;80;13;51;30;22;77;12;19;24;24;27;316;3;1;1;23;10223;10233;11;10193;24;50;23;68;1;5;84;94;23;76;1;4
260;20150128;227;54;62;100;15;30;1;210;16;53;30;16;72;15;29;18;0;0;52;45;82;30;16;10030;10183;1;9941;15;35;9;80;20;8;82;93;2;60;23;1
260;20150129;224;42;45;70;10;10;22;150;12;24;2;22;45;15;2;24;15;17;190;97;150;32;20;9821;9942;1;9719;22;12;24;75;15;7;86;97;24;66;1;2
260;20150130;244;28;30;50;1;20;4;90;1;17;-3;5;44;14;-12;6;56;63;584;65;83;16;18;9760;9772;10;9726;1;4;2;75;13;6;90;99;2;76;13;7
260;20150131;221;22;23;40;13;10;7;90;16;10;-25;7;44;14;-46;12;20;22;377;5;2;1;10;9816;9857;24;9772;1;31;24;70;11;4;92;98;23;82;13;4
267;20150101;201;83;83;110;21;50;1;160;21;42;27;7;54;24;21;12;7;9;151;11;8;5;23;;;;;;26;2;64;19;7;89;93;15;83;19;2
267;20150102;264;104;114;140;3;80;24;200;2;70;53;1;93;7;49;24;51;66;325;49;35;11;6;;;;;;23;4;68;7;4;79;98;5;71;19;4
267;20150103;257;58;71;110;10;40;17;160;9;52;42;16;63;9;38;24;0;0;85;27;12;4;15;;;;;;37;14;72;21;6;85;98;14;75;9;1
267;20150104;284;50;58;80;1;30;19;140;6;45;16;20;65;13;-5;24;55;71;341;0;-1;-1;8;;;;;;65;19;70;3;2;85;93;20;78;3;4
267;20150105;213;52;58;70;4;40;8;110;4;37;26;14;53;5;16;6;0;0;81;0;0;0;1;;;;;;26;15;70;1;7;93;97;12;87;1;1
267;20150106;199;47;59;70;18;50;1;100;18;37;25;16;60;23;25;18;14;18;225;10;6;4;20;;;;;;19;19;75;11;8;89;98;19;74;13;3
267;20150107;209;64;70;120;23;40;3;180;23;46;24;7;65;13;11;12;62;79;320;0;-1;-1;22;;;;;;47;22;70;1;4;91;95;7;87;15;4
267;20150108;231;68;75;100;1;50;12;150;1;62;38;1;80;10;37;6;0;0;41;55;97;36;13;;;;;;30;9;65;16;6;94;98;10;89;17;1
267;20150109;238;110;115;170;8;50;19;280;10;83;57;1;112;24;53;6;0;0;122;57;44;15;19;;;;;;22;20;67;9;8;88;98;19;68;16;2
267;20150110;254;131;142;170;10;110;22;310;12;85;53;24;114;2;46;24;10;13;135;9;15;15;12;;;;;;41;11;69;2;6;79;93;8;64;17;2
267;20150111;271;126;128;160;10;100;23;250;11;62;45;6;72;23;41;6;25;31;257;4;2;2;6;;;;;;61;16;69;1;6;76;84;24;70;10;3
267;20150112;228;122;123;150;13;90;23;220;13;83;68;1;91;19;63;6;0;0;89;61;37;9;18;;;;;;57;20;68;4;8;88;97;23;81;4;1
267;20150113;226;73;78;130;5;40;14;190;5;73;41;23;100;4;34;24;8;10;95;123;190;32;12;;;;;;50;2;70;15;7;93;98;2;84;20;1
267;20150114;218;74;82;120;24;50;13;210;5;41;8;12;59;1;7;12;20;25;170;22;34;19;12;;;;;;60;5;75;4;6;84;97;12;75;6;2
267;20150115;198;107;111;140;4;80;15;200;7;70;49;1;85;10;46;6;2;2;80;104;70;12;14;;;;;;39;5;72;19;7;88;97;6;73;22;1
267;20150116;227;70;75;130;1;40;17;200;1;56;41;22;76;13;29;24;39;48;348;22;24;7;19;;;;;;56;18;70;14;5;85;95;22;71;4;4
267;20150117;214;59;65;100;19;40;6;160;19;36;5;21;61;13;4;24;69;84;434;26;77;44;21;;;;;;24;21;80;13;3;82;98;21;67;13;5
267;20150118;204;46;48;80;1;10;23;120;1;26;10;24;34;1;2;24;0;0;87;108;60;12;13;;;;;;47;21;65;18;8;94;98;22;90;1;1
267;20150119;201;23;23;30;11;20;1;50;11;15;-16;9;36;13;-38;12;45;54;343;0;0;0;1;;;;;;29;8;64;13;6;96;98;6;92;12;4
267;20150120;207;31;34;50;22;10;17;70;22;10;-8;17;25;14;-28;18;21;25;199;0;0;0;1;;;;;;5;10;57;14;5;95;99;5;88;19;2
267;20150121;106;33;39;50;1;30;6;80;2;2;-15;24;13;12;-23;24;9;11;275;0;0;0;1;;;;;;24;3;61;8;6;88;96;3;81;8;3
267;20150122;60;42;43;60;3;10;24;90;1;-13;-42;24;13;14;-68;24;39;46;360;0;0;0;1;;;;;;29;4;63;15;4;86;92;1;77;15;4
267;20150123;179;34;40;100;22;0;9;150;24;-21;-54;6;13;11;-75;12;37;44;413;0;0;0;1;;;;;;3;13;57;11;5;93;98;12;84;10;4
