STN;YYYYMMDD;DDVEC;FHVEC;FG;FHX;FHXH;FHN;FHNH;FXX;FXXH;TG;TN;TNH;TX;TXH;T10N;T10NH;SQ;SP;Q;DR;RH;RHX;RHXH;PG;PX;PXH;PN;PNH;VVN;VVNH;VVX;VVXH;NG;UG;UX;UXH;UN;UNH;EV24
267;20150124;263;41;69;120;2;50;8;160;1;25;-10;1;52;12;-10;6;56;66;465;43;36;9;4;;;;;;7;5;70;17;4;89;96;5;83;12;5
267;20150125;232;40;44;60;20;40;4;80;20;41;25;1;54;16;14;6;0;0;177;21;4;2;9;;;;;;50;12;62;18;8;93;96;12;89;1;2
267;20150126;270;45;64;80;17;40;7;150;20;47;37;2;65;10;26;24;8;9;152;55;23;5;6;;;;;;4;5;65;20;6;93;100;7;86;21;2
267;20150127;282;48;57;80;4;40;15;120;11;42;25;21;55;12;14;24;22;25;326;3;2;2;11;;;;;;26;24;67;6;5;92;98;24;86;9;4
267;20150128;233;78;97;130;17;50;1;260;17;44;20;17;61;15;20;18;0;0;63;70;94;25;15;;;;;;17;11;70;16;7;89;98;1;72;23;1
267;20150129;238;76;84;120;1;10;23;200;4;24;1;23;42;12;1;24;27;31;302;72;55;7;19;;;;;;17;22;75;14;7;85;98;21;73;1;3
267;20150130;253;36;47;70;24;30;6;120;24;19;-8;7;48;14;-33;12;61;69;543;41;47;13;20;;;;;;21;18;75;15;5;90;98;19;80;15;6
267;20150131;244;30;35;50;1;10;16;110;1;21;2;19;46;14;-17;24;35;39;389;5;2;1;1;;;;;;59;21;75;13;4;90;95;17;80;13;4
269;20150101;209;75;76;110;23;40;5;170;24;29;7;4;43;13;-2;6;2;3;126;7;2;2;24;10290;10338;4;10201;24;33;1;70;17;5;85;94;4;77;17;1
269;20150102;256;80;88;120;2;60;24;180;2;68;43;1;100;8;38;6;45;58;288;48;44;17;3;10242;10302;23;10173;5;23;4;70;19;4;78;98;5;67;11;4
269;20150103;238;47;52;70;7;30;17;110;9;40;30;17;56;1;19;24;0;0;69;12;5;4;11;10222;10293;1;10169;15;50;19;75;23;6;88;97;18;76;23;1
269;20150104;273;35;39;50;1;30;6;80;1;35;-13;22;69;13;-28;24;57;73;336;0;-1;-1;3;10322;10350;20;10260;1;61;21;75;13;1;84;97;21;74;11;4
269;20150105;201;42;43;60;11;30;20;90;11;24;0;1;35;24;-11;6;12;15;151;0;0;0;1;10302;10339;1;10259;24;36;16;61;23;7;94;98;2;91;9;2
269;20150106;196;35;40;60;18;30;1;90;20;31;16;9;57;24;8;12;16;20;239;21;11;7;19;10216;10253;2;10193;13;31;20;75;10;8;87;98;20;73;13;3
269;20150107;213;56;59;100;24;30;1;150;22;38;0;7;65;12;-15;12;50;63;303;9;3;3;24;10244;10265;9;10206;24;58;24;70;12;4;90;98;7;84;12;4
269;20150108;228;71;76;100;1;50;15;160;1;61;37;1;81;11;35;6;0;0;29;79;130;39;14;10192;10240;22;10150;13;36;7;70;18;6;95;98;8;88;18;0
269;20150109;242;105;110;150;7;60;18;220;6;93;50;1;134;23;44;6;0;0;77;52;62;15;19;10137;10231;1;10085;21;25;20;75;13;8;86;98;20;64;16;1
269;20150110;257;113;118;150;9;80;21;230;13;93;50;24;131;1;40;24;0;0;93;23;27;23;13;10089;10136;22;10033;12;40;7;74;13;6;77;95;8;62;15;1
269;20150111;264;92;94;110;10;70;2;200;8;61;44;9;76;23;36;6;2;2;172;10;7;6;22;10151;10181;21;10111;6;61;21;70;1;7;75;84;22;71;4;2
269;20150112;224;109;110;140;13;90;1;210;18;82;66;9;95;24;62;6;0;0;68;64;36;8;21;10103;10161;1;10064;24;34;23;74;3;8;89;97;23;78;2;1
269;20150113;225;76;78;120;5;30;23;170;3;81;54;24;105;5;50;24;2;2;67;149;186;57;8;10024;10055;1;10009;12;40;5;70;19;8;92;97;14;83;20;1
269;20150114;218;69;74;100;6;50;17;170;7;39;20;17;55;1;9;18;14;17;147;20;35;25;13;10058;10098;18;10021;1;65;6;75;15;6;86;93;11;75;15;2
269;20150115;204;99;103;130;10;70;14;210;4;74;47;1;99;10;43;6;0;0;42;123;82;14;17;9949;10027;1;9924;14;50;6;75;20;7;87;95;14;77;24;1
269;20150116;214;63;64;110;1;20;21;160;1;48;17;24;79;14;8;24;26;32;276;23;48;38;20;10035;10086;24;9976;1;59;19;75;15;5;85;97;21;76;14;3
269;20150117;212;49;51;70;13;30;1;120;20;24;-14;6;56;13;-33;6;67;81;418;0;0;0;1;10124;10138;11;10094;1;63;20;75;12;3;85;93;4;74;14;5
269;20150118;201;36;38;70;1;0;19;100;1;21;8;19;33;13;5;24;0;0;77;91;43;9;15;10118;10130;23;10109;13;27;20;64;1;8;94;98;17;86;1;1
269;20150119;272;2;10;20;22;0;1;30;21;4;-7;10;12;13;-16;12;0;0;132;0;0;0;1;10123;10129;10;10117;14;1;10;50;24;8;99;100;9;96;23;1
269;20150120;196;21;23;30;3;10;1;60;15;8;-11;23;32;15;-33;24;23;27;242;0;0;0;1;10123;10130;11;10114;4;27;9;58;16;5;94;98;2;85;14;3
269;20150121;92;25;29;40;17;20;1;60;11;-3;-20;24;12;13;-34;6;0;0;239;0;0;0;1;10133;10160;24;10118;4;44;2;61;6;7;86;95;1;80;13;3
269;20150122;55;43;44;60;3;20;16;100;10;-13;-38;24;2;17;-64;24;15;18;215;0;0;0;1;10203;10248;23;10162;1;45;24;60;20;6;88;95;24;83;13;2
269;20150123;183;21;29;60;20;10;3;100;24;-33;-64;9;-18;17;-82;12;0;0;98;0;0;0;1;10254;10271;9;10215;24;0;9;50;18;5;96;100;9;90;18;1
269;20150124;243;29;44;90;2;20;17;130;1;15;-19;1;50;14;-36;24;50;58;442;48;81;21;5;10206;10271;24;10155;6;6;6;71;12;4;90;99;6;78;13;5
269;20150125;224;29;31;50;24;20;1;70;21;28;1;3;47;15;-31;6;0;0;142;18;10;7;10;10271;10289;8;10238;24;46;12;63;18;8;96;98;8;93;1;2
269;20150126;258;33;48;60;13;40;2;110;23;50;32;23;75;15;21;24;2;2;105;72;32;6;12;10192;10233;1;10161;14;8;6;70;23;7;93;100;5;84;18;1
269;20150127;280;32;38;50;3;30;1;90;13;44;12;21;73;12;0;24;10;11;272;0;-1;-1;5;10215;10228;11;10185;24;56;21;70;1;5;90;98;21;85;12;3
269;20150128;230;77;87;120;12;40;1;190;13;49;28;22;68;15;17;24;0;0;46;54;94;23;16;10016;10175;1;9933;15;45;1;74;23;7;87;98;1;70;24;1
269;20150129;229;57;63;90;1;20;19;160;6;23;2;23;41;10;2;24;11;12;223;68;59;13;17;9810;9925;1;9712;23;18;23;74;3;8;87;98;17;69;1;3
269;20150130;247;37;42;60;20;30;1;90;20;17;-8;7;51;14;-17;12;64;72;549;53;82;20;19;9752;9764;10;9717;1;11;20;75;13;5;92;98;1;77;13;6
269;20150131;223;34;35;50;14;20;24;80;5;12;-19;23;44;14;-40;24;60;67;539;4;5;5;5;9810;9851;23;9763;1;50;23;70;1;3;93;98;21;85;1;6
270;20150101;209;72;73;100;21;40;1;180;23;39;28;3;49;1;23;6;2;3;112;22;16;9;23;10266;10319;3;10167;24;19;3;66;20;8;91;96;1;83;20;1
270;20150102;266;92;98;120;2;80;24;190;2;72;44;1;102;6;43;6;50;65;300;30;33;15;2;10212;10278;23;10139;5;25;4;70;17;6;78;97;4;69;11;4
270;20150103;268;50;60;80;1;40;3;130;10;54;45;4;65;10;37;24;7;9;135;19;15;9;18;10203;10268;1;10159;15;50;16;75;20;7;83;96;15;72;21;2
270;20150104;296;43;47;80;1;20;19;160;4;43;5;21;76;13;-8;24;43;56;319;0;-1;-1;1;10308;10338;20;10240;1;65;19;75;7;3;82;95;20;72;14;4
270;20150105;220;39;43;60;5;30;1;100;4;37;11;2;55;10;2;6;0;0;87;0;0;0;1;10290;10320;1;10254;24;34;17;70;8;7;93;97;18;84;9;1
270;20150106;198;33;42;50;11;30;1;100;19;39;25;18;64;23;26;18;13;17;201;21;6;2;19;10208;10248;1;10180;18;20;19;75;10;8;88;98;20;76;11;2
270;20150107;214;52;56;100;23;20;5;160;23;43;7;6;68;13;-7;6;57;73;304;0;-1;-1;21;10225;10248;9;10183;24;59;22;70;3;4;91;97;5;85;21;4
270;20150108;237;55;62;100;1;30;12;160;1;64;39;1;83;12;39;6;0;0;36;53;99;36;13;10172;10214;22;10142;12;25;2;67;23;6;93;98;8;84;22;0
270;20150109;245;88;93;130;6;40;20;230;8;84;51;1;110;24;46;6;0;0;107;38;38;13;20;10105;10208;1;10051;22;32;24;69;2;8;87;98;19;72;13;1
270;20150110;261;109;116;130;7;100;22;230;7;88;52;24;115;1;45;24;16;20;142;15;21;19;12;10055;10108;22;9997;11;37;11;73;22;7;78;92;5;64;18;2
270;20150111;273;103;105;120;11;70;23;210;11;62;41;7;72;19;38;12;48;61;293;0;-1;-1;4;10119;10153;22;10077;6;61;17;75;9;6;74;84;24;66;9;4
270;20150112;235;84;86;120;14;20;23;210;15;78;51;24;93;16;53;24;0;0;59;84;49;13;22;10075;10137;1;10046;14;35;23;70;5;8;88;98;24;82;8;1
270;20150113;232;53;59;100;4;30;1;180;20;68;26;23;99;4;21;24;8;10;93;130;169;31;8;10007;10037;1;9993;7;50;1;70;15;8;93;98;1;87;13;1
270;20150114;220;51;56;80;7;40;1;160;6;36;14;13;51;2;13;18;10;12;152;17;29;17;13;10040;10081;18;10004;2;65;1;80;5;6;85;96;13;68;5;2
270;20150115;202;88;92;120;7;60;16;180;6;69;42;1;85;10;39;6;4;5;72;100;60;14;8;9927;10010;1;9905;9;44;8;71;24;7;88;95;6;75;23;1
270;20150116;223;58;60;110;1;30;17;180;1;52;28;24;69;3;18;24;12;15;202;33;30;8;15;10019;10075;24;9946;1;50;18;70;23;6;87;97;22;73;3;3
270;20150117;212;45;47;70;20;20;4;140;19;25;-5;7;56;14;-14;12;63;77;421;26;27;12;20;10109;10121;11;10081;1;57;24;75;12;4;86;96;8;72;14;5
270;20150118;203;34;35;70;1;10;19;110;1;22;11;22;31;1;5;24;0;0;93;98;82;15;7;10112;10126;23;10101;5;34;22;65;15;8;96;98;18;93;2;1
270;20150119;207;20;20;30;12;10;2;50;18;8;-14;8;39;14;-25;12;18;22;252;10;4;3;21;10119;10126;10;10113;14;0;9;63;15;7;98;100;8;91;15;3
270;20150120;208;23;26;30;1;10;18;60;12;7;-5;24;17;16;-15;18;0;0;106;3;2;2;3;10119;10126;20;10109;4;3;4;60;17;7;97;100;4;92;19;1
270;20150121;111;24;29;40;24;20;2;60;8;-4;-24;24;8;11;-28;24;28;34;280;0;0;0;1;10141;10173;24;10120;3;29;1;64;10;7;86;96;2;77;16;3
270;20150122;71;35;37;60;12;10;22;80;1;-10;-29;3;18;13;-45;24;63;75;469;0;0;0;1;10213;10250;24;10175;1;26;1;74;14;5;85;94;1;71;13;5
270;20150123;184;37;34;80;24;10;1;130;24;-17;-43;8;16;11;-51;12;43;51;431;0;0;0;1;10248;10266;8;10195;24;2;14;62;10;6;91;100;14;80;10;4
270;20150124;265;30;53;80;1;30;9;130;1;22;-15;1;47;14;-14;6;51;60;464;53;75;30;6;10192;10256;24;10140;6;5;5;72;14;5;88;100;5;78;14;5
270;20150125;227;24;28;40;24;20;5;60;2;32;12;6;52;14;8;6;0;0;167;9;2;1;9;10259;10278;8;10226;24;56;9;63;1;8;97;98;5;90;1;2
270;20150126;279;38;55;70;13;30;1;160;22;52;35;3;73;12;33;24;3;3;121;83;24;4;10;10176;10219;1;10148;12;7;5;70;19;7;92;100;5;81;23;2
270;20150127;297;42;49;70;4;30;18;150;5;49;20;20;69;13;13;24;22;25;306;2;3;2;3;10201;10214;17;10169;24;23;24;70;3;5;90;98;19;82;4;4
270;20150128;237;73;87;120;13;50;1;190;14;47;29;20;57;15;26;24;0;0;62;52;90;31;13;9989;10155;1;9901;24;23;11;75;17;8;89;98;1;72;22;1
270;20150129;245;54;58;90;1;10;22;170;3;21;1;23;41;11;2;24;10;11;206;58;66;15;17;9793;9894;1;9716;24;6;23;75;2;8;87;100;23;72;1;2
270;20150130;232;22;28;50;20;0;3;80;21;9;-29;8;46;13;-42;12;69;78;602;38;14;4;22;9742;9756;10;9716;1;2;3;75;13;5;93;100;3;80;13;7
270;20150131;247;26;29;40;1;20;6;100;3;15;-12;24;50;14;-21;24;51;57;448;4;3;3;3;9800;9841;24;9750;1;65;5;70;1;3;91;97;6;82;14;5
273;20150101;206;72;73;120;24;40;4;170;23;32;14;8;48;24;7;12;5;6;145;6;4;4;24;;;;;;21;3;69;19;;86;94;3;78;19;2
273;20150102;257;75;81;110;1;60;20;160;1;67;46;1;96;8;42;6;43;56;293;46;35;8;5;;;;;;28;4;75;8;;80;97;4;71;8;4
273;20150103;243;40;46;70;8;30;15;110;8;43;35;5;54;10;24;24;0;0;82;16;10;5;20;;;;;;44;16;75;10;;87;97;18;76;22;1
273;20150104;285;34;37;50;1;20;17;120;1;39;6;21;73;13;-10;24;52;67;306;6;6;2;6;;;;;;64;4;75;9;;85;96;20;76;14;4
273;20150105;203;40;41;60;12;30;1;80;3;25;10;3;37;11;3;6;10;13;182;0;0;0;1;;;;;;24;12;65;1;;94;98;4;91;10;2
273;20150106;193;30;37;50;12;20;2;90;12;35;25;20;58;24;22;18;28;36;250;31;11;5;20;;;;;;27;20;75;11;;87;98;21;73;13;3
273;20150107;207;51;55;100;23;20;5;150;24;40;7;7;66;14;-8;12;60;76;342;3;1;1;24;;;;;;58;24;70;1;;90;97;7;85;2;4
273;20150108;229;60;67;100;1;40;16;140;1;62;38;1;80;11;35;6;0;0;36;91;133;38;14;;;;;;23;7;70;17;;94;98;7;89;18;0
273;20150109;240;85;89;120;6;40;19;220;10;85;52;1;115;24;46;6;0;0;104;54;53;18;21;;;;;;26;21;70;8;;88;98;20;76;17;1
273;20150110;258;98;102;130;12;80;21;230;12;90;47;24;121;6;39;24;7;9;120;10;20;14;13;;;;;;30;12;71;13;;78;95;12;61;16;2
273;20150111;267;87;89;110;12;70;22;190;13;59;43;2;73;24;35;6;33;41;261;1;1;1;13;;;;;;62;16;74;8;;77;84;23;70;11;3
273;20150112;224;85;87;110;10;70;1;180;14;82;68;1;97;15;61;6;0;0;82;57;35;8;19;;;;;;34;23;75;5;;89;96;23;78;5;1
273;20150113;224;61;64;100;3;30;16;150;3;81;53;23;102;6;47;24;0;0;78;134;154;23;3;;;;;;40;6;75;20;;92;96;1;76;20;1
273;20150114;217;56;60;80;7;40;12;160;7;38;7;14;58;1;4;18;15;18;120;53;123;43;13;;;;;;24;13;75;15;;86;97;13;77;24;1
273;20150115;201;89;93;110;5;60;13;180;5;75;48;1;95;10;43;6;0;0;58;103;54;11;13;;;;;;57;13;75;1;;86;92;6;77;23;1
273;20150116;215;54;55;90;1;20;19;150;1;51;32;23;76;15;26;24;32;39;293;23;33;21;20;;;;;;60;19;75;1;;85;96;23;78;1;4
273;20150117;211;42;44;70;22;20;1;100;21;28;8;6;58;14;-7;6;69;84;441;0;0;0;1;;;;;;62;22;75;14;;84;94;1;75;14;5
273;20150118;200;36;39;70;1;10;22;100;1;22;12;19;32;14;6;24;0;0;82;82;44;12;15;;;;;;23;24;63;1;;93;98;20;87;1;1
273;20150119;221;8;12;20;21;10;1;30;2;12;4;6;25;13;-3;6;2;2;177;0;0;0;1;;;;;;3;7;70;13;;95;100;7;89;13;2
273;20150120;203;19;23;30;6;10;17;50;6;10;-4;19;24;16;-24;24;7;8;143;0;-1;-1;4;;;;;;31;19;57;9;;93;97;2;87;14;2
273;20150121;101;30;34;50;24;30;1;80;24;-1;-14;24;11;15;-19;24;19;23;300;0;0;0;1;;;;;;43;24;60;12;;86;90;1;80;14;3
273;20150122;54;37;40;60;1;20;23;100;6;-11;-28;24;14;14;-42;24;33;39;340;0;0;0;1;;;;;;26;24;61;15;;84;92;24;74;15;3
273;20150123;172;21;28;60;21;10;1;110;24;-27;-41;8;-17;16;-62;12;2;2;119;0;0;0;1;;;;;;1;10;42;20;;92;98;10;85;20;1
273;20150124;240;29;46;80;2;20;20;120;2;12;-18;1;45;14;-18;6;49;57;446;40;55;18;7;;;;;;3;6;70;13;;88;98;7;78;13;5
273;20150125;223;26;29;40;20;20;11;60;22;22;-6;1;34;19;-17;6;0;0;180;24;11;4;22;;;;;;21;14;62;2;;94;97;14;91;1;2
273;20150126;252;33;51;60;5;40;1;150;22;43;29;1;67;13;19;24;3;3;104;57;23;7;12;;;;;;2;6;70;21;;91;99;6;82;21;1
273;20150127;279;31;37;60;14;20;19;130;3;43;23;22;67;13;13;24;23;26;284;17;17;9;10;;;;;;22;24;70;5;;90;96;20;84;12;4
273;20150128;222;75;86;120;12;50;1;200;18;47;23;18;62;15;22;18;0;0;66;38;87;27;16;;;;;;24;13;75;17;;86;96;1;71;23;1
273;20150129;220;53;58;90;13;10;24;180;5;23;2;24;41;10;2;24;19;21;292;58;53;10;22;;;;;;7;24;75;6;;86;99;24;71;1;3
273;20150130;241;22;28;50;15;10;1;80;15;9;-22;6;49;15;-38;6;53;60;528;63;46;10;20;;;;;;16;1;75;15;;92;98;1;75;15;6
273;20150131;225;23;24;30;1;20;4;60;1;14;-2;9;37;16;-14;24;53;59;441;0;0;0;1;;;;;;28;23;70;3;;92;97;23;85;13;5
275;20150101;201;59;60;90;22;30;4;150;21;23;-3;5;38;24;-17;6;25;32;245;0;0;0;1;10307;10350;4;10229;24;17;2;73;21;4;81;94;1;73;18;3
275;20150102;246;57;65;90;1;40;20;160;14;57;26;24;85;8;14;24;41;52;302;60;42;13;6;10253;10311;23;10192;6;19;7;74;10;5;79;98;7;63;13;4
275;20150103;229;38;40;70;8;20;16;100;7;26;4;24;40;9;-17;24;0;0;63;37;10;4;11;10230;10307;1;10173;15;15;22;68;1;7;92;98;16;84;8;1
275;20150104;258;25;28;50;13;10;6;90;13;12;-18;7;66;14;-43;12;66;84;392;0;0;0;1;10327;10356;21;10264;1;31;24;75;13;1;90;98;24;73;13;4
275;20150105;206;30;32;50;3;20;14;80;3;15;-10;1;32;24;-28;6;11;14;143;0;0;0;1;10311;10349;1;10267;24;7;3;65;24;7;94;99;3;87;24;2
275;20150106;190;27;31;50;20;10;3;70;10;24;2;9;40;24;-8;12;38;48;271;24;22;8;22;10224;10260;1;10201;14;19;21;77;13;8;84;98;23;68;13;3
275;20150107;205;43;45;70;20;20;4;120;24;32;1;7;71;14;-26;12;58;73;356;0;-1;-1;24;10256;10276;9;10227;24;5;1;75;13;5;91;99;1;76;13;4
275;20150108;222;52;58;80;1;30;14;120;1;56;30;1;75;13;26;6;0;0;42;140;194;34;12;10205;10254;22;10158;13;27;9;65;19;7;96;97;5;94;2;1
275;20150109;237;83;87;120;7;50;1;210;9;88;48;1;128;23;38;6;0;0;71;63;71;24;20;10154;10248;2;10102;21;32;20;80;15;8;86;98;20;58;16;1
275;20150110;253;91;95;130;10;50;24;240;14;90;31;24;128;1;17;24;0;0;64;29;66;43;14;10102;10143;22;10048;13;41;12;75;14;6;78;94;13;60;18;1
275;20150111;255;67;69;90;11;40;1;170;10;50;25;3;67;24;11;6;0;0;168;54;20;4;19;10163;10196;20;10123;6;58;17;74;10;7;77;91;19;67;11;2
275;20150112;220;90;91;110;14;70;1;180;11;76;58;8;92;17;51;12;0;0;66;75;36;7;8;10122;10178;1;10081;24;47;23;75;13;8;86;95;23;78;2;1
275;20150113;214;73;74;100;6;50;13;170;8;81;54;24;105;6;46;24;2;2;70;113;164;52;11;10038;10074;1;10015;13;47;7;70;18;7;90;97;11;81;19;1
275;20150114;209;58;62;80;6;40;16;150;6;37;18;17;54;1;6;18;14;17;166;30;42;16;2;10073;10114;19;10035;1;61;1;75;24;7;85;91;1;80;24;2
275;20150115;201;84;88;110;8;60;16;190;11;77;44;1;100;13;36;6;0;0;31;112;71;12;16;9968;10046;1;9932;14;50;15;75;1;7;83;95;15;70;21;0
275;20150116;210;49;51;90;1;10;22;150;3;49;16;24;78;15;0;24;38;46;333;10;2;1;21;10046;10091;24;9995;1;42;24;75;5;5;81;98;24;68;14;4
275;20150117;208;38;40;60;14;10;5;110;22;17;-25;8;54;14;-53;12;73;88;490;0;-1;-1;21;10134;10147;10;10099;1;38;5;80;15;3;85;98;2;68;14;6
275;20150118;191;26;30;60;1;0;15;100;1;15;3;24;23;1;-1;24;0;0;61;160;104;16;14;10124;10135;1;10115;15;10;22;64;1;8;94;98;14;82;1;1
275;20150119;351;5;9;20;14;0;3;40;16;4;0;6;12;12;-4;12;5;6;154;59;28;7;4;10123;10130;9;10117;15;3;10;62;14;8;96;99;3;90;21;2
275;20150120;185;8;14;20;3;0;7;40;11;-1;-20;20;30;14;-37;24;17;20;254;0;0;0;1;10127;10134;11;10117;4;16;4;60;1;6;92;98;5;79;14;3
275;20150121;89;26;28;40;13;20;1;60;13;-7;-28;24;15;12;-33;24;19;22;291;0;0;0;1;10132;10153;24;10122;3;50;1;63;12;5;81;91;1;71;12;3
275;20150122;40;40;42;70;4;10;24;100;4;-16;-30;5;-1;18;-40;24;2;2;87;0;0;0;1;10197;10247;24;10155;3;32;2;58;19;6;87;91;2;82;13;1
275;20150123;150;16;28;50;22;10;1;80;20;-23;-44;2;-11;13;-60;6;0;0;135;0;0;0;1;10257;10272;10;10229;24;9;4;48;13;8;91;98;2;86;13;1
275;20150124;220;22;30;60;1;0;20;100;3;-4;-55;24;54;13;-77;24;35;40;333;47;71;20;7;10214;10275;24;10167;6;4;7;70;14;5;94;99;7;83;15;3
275;20150125;214;18;21;40;20;0;3;60;21;10;-59;2;32;14;-78;6;0;0;177;25;14;6;20;10279;10294;8;10250;24;14;17;57;10;8;98;98;5;96;1;2
275;20150126;239;31;42;50;3;30;19;110;22;42;21;23;74;14;9;24;2;2;103;64;24;6;14;10199;10247;1;10164;14;3;6;70;16;7;95;99;6;85;18;1
275;20150127;264;26;29;40;5;20;2;80;5;31;-1;5;62;14;-22;6;14;16;245;11;10;5;12;10220;10229;11;10196;24;18;24;65;1;6;94;98;21;89;13;3
275;20150128;219;62;70;110;12;40;1;180;13;40;19;24;61;16;9;24;0;0;64;53;101;33;16;10034;10185;1;9944;15;29;1;75;22;7;89;98;1;74;22;1
275;20150129;214;51;53;80;4;10;22;140;4;11;2;19;35;13;-2;24;7;8;161;115;153;23;19;9824;9943;1;9713;24;11;19;72;1;7;93;98;19;79;1;2
275;20150130;238;32;37;50;3;20;9;90;4;5;-15;8;24;15;-24;12;19;21;346;55;71;15;21;9758;9773;12;9716;1;9;20;63;4;7;96;100;20;89;15;4
275;20150131;221;27;30;50;9;10;17;80;12;5;-19;8;32;14;-39;24;57;63;500;7;5;3;1;9817;9858;23;9772;1;8;21;66;13;5;96;98;1;86;13;5
277;20150101;209;98;98;150;23;60;1;230;23;44;35;3;53;21;28;6;5;7;116;30;30;16;22;;;;;;;;;;;89;93;4;80;20;1
277;20150102;266;122;133;140;1;110;24;240;10;70;48;1;95;6;44;6;49;64;281;42;33;11;2;;;;;;;;;;;78;95;2;66;19;4
277;20150103;274;70;86;120;20;60;15;210;22;56;47;6;67;21;39;6;9;12;143;17;18;8;22;;;;;;;;;;;81;95;16;65;20;2
277;20150104;304;75;83;130;1;40;20;200;2;52;26;22;70;12;16;24;45;59;294;15;33;15;10;;;;;;;;;;;81;92;22;72;1;4
277;20150105;218;47;52;80;6;40;1;120;7;37;18;4;56;11;9;6;0;0;102;0;0;0;1;;;;;;;;;;;91;94;4;81;10;1
277;20150106;197;43;54;80;24;40;7;100;21;40;29;20;70;23;26;18;15;19;191;24;14;8;21;;;;;;;;;;;88;97;21;77;12;2
277;20150107;215;59;66;90;19;30;7;170;24;48;23;9;68;1;15;12;23;30;236;0;0;0;1;;;;;;;;;;;89;95;7;83;22;3
277;20150108;235;75;82;110;2;40;12;170;1;59;43;1;77;12;40;6;0;0;44;90;100;27;14;;;;;;;;;;;93;98;9;86;23;1
277;20150109;245;106;115;160;7;40;20;250;7;78;52;1;111;24;45;6;0;0;86;47;38;12;21;;;;;;;;;;;85;98;21;69;17;1
277;20150110;262;147;158;200;14;120;1;280;14;89;59;24;113;10;53;24;10;13;121;17;15;13;12;;;;;;;;;;;76;93;1;57;14;2
277;20150111;274;144;146;170;9;90;23;270;11;62;32;7;70;24;28;12;21;27;227;15;41;11;18;;;;;;;;;;;76;89;17;69;1;3
277;20150112;233;110;113;150;12;40;24;230;11;77;52;24;93;17;50;24;0;0;55;112;66;8;20;;;;;;;;;;;87;97;24;81;7;1
277;20150113;229;65;73;120;5;30;1;210;20;67;38;23;98;5;31;24;7;9;80;142;142;20;4;;;;;;;;;;;92;99;1;85;13;1
277;20150114;210;64;68;100;24;50;2;160;6;38;21;13;51;3;21;18;12;15;175;10;8;5;13;;;;;;;;;;;86;94;13;80;16;2
277;20150115;197;109;113;140;7;80;16;210;10;68;37;1;84;10;32;6;0;0;71;106;67;13;8;;;;;;;;;;;87;93;9;74;23;1
277;20150116;221;77;79;130;1;40;17;200;1;55;39;24;69;3;27;24;16;20;252;15;10;6;21;;;;;;;;;;;84;92;17;72;3;3
277;20150117;211;60;62;80;14;40;2;140;20;34;19;24;57;13;13;6;57;70;388;21;25;16;24;;;;;;;;;;;83;94;23;69;14;5
277;20150118;197;45;46;70;1;20;20;140;1;25;20;13;31;5;16;6;0;0;115;78;62;20;1;;;;;;;;;;;94;96;12;92;1;1
277;20150119;205;31;32;40;9;20;2;70;22;15;1;10;22;1;0;12;2;2;186;0;0;0;1;;;;;;;;;;;98;99;5;95;18;2
277;20150120;206;32;35;40;2;30;1;70;16;11;-4;24;21;13;-16;24;0;0;102;0;0;0;1;;;;;;;;;;;95;98;2;91;22;1
277;20150121;121;35;38;50;19;30;4;80;24;-3;-20;24;8;13;-24;6;25;30;294;0;0;0;1;;;;;;;;;;;86;94;1;78;13;3
277;20150122;82;51;53;80;9;10;23;100;4;3;-25;1;22;13;-25;6;62;74;451;0;0;0;1;;;;;;;;;;;81;93;1;70;12;5
277;20150123;191;42;44;90;22;10;1;140;24;-9;-30;17;21;12;-49;6;35;42;375;0;0;0;1;;;;;;;;;;;90;98;14;79;11;4
277;20150124;281;42;76;110;2;40;8;160;2;29;-15;1;57;14;-17;6;41;48;409;47;73;21;4;;;;;;;;;;;86;100;6;72;14;5
277;20150125;234;35;44;70;1;30;14;90;1;36;20;4;52;2;14;6;0;0;196;18;12;7;23;;;;;;;;;;;95;98;18;83;1;2
277;20150126;284;52;78;120;22;40;1;210;22;50;33;1;66;15;32;6;6;7;114;89;40;9;11;;;;;;;;;;;91;99;4;75;23;1
277;20150127;303;58;70;110;1;30;19;180;1;50;26;20;61;2;19;24;20;23;292;3;2;2;8;;;;;;;;;;;88;97;17;78;1;4
277;20150128;236;93;112;160;22;40;2;240;23;47;31;23;59;15;25;24;0;0;67;63;87;27;13;;;;;;;;;;;87;98;1;71;22;1
277;20150129;229;68;72;120;1;10;24;190;3;21;4;24;41;1;2;24;19;22;269;69;67;19;7;;;;;;;;;;;88;99;21;75;1;3
277;20150130;215;18;33;60;21;10;1;90;21;19;4;1;48;14;-34;12;40;45;458;24;11;5;24;;;;;;;;;;;90;99;24;79;8;5
277;20150131;245;38;41;60;5;30;1;90;2;24;1;23;53;14;-10;24;70;79;579;6;11;10;2;;;;;;;;;;;89;97;23;77;12;7
278;20150101;210;45;45;70;22;30;1;120;20;32;12;6;50;24;2;6;26;34;221;0;0;0;1;;;;;;;;;;;81;92;2;71;21;3
278;20150102;255;62;68;80;3;50;23;160;13;66;44;2;95;9;41;24;36;47;256;47;39;12;7;;;;;;;;;;;79;100;7;69;12;3
278;20150103;241;39;43;60;8;30;15;100;7;40;29;23;52;1;20;24;0;0;75;7;2;1;12;;;;;;;;;;;87;97;20;76;1;1
